"","RT","TYPE","SERIALNO","PUMA","HINCP","NP"
"2811","H",1,951416,300,NA,0
"2812","H",1,951848,300,399000,2
"2813","H",1,952002,103,39500,4
"2814","H",1,952361,300,NA,0
"2815","H",1,952753,104,110000,2
"2816","H",1,953055,200,30600,1
"2817","H",1,953567,200,40490,1
"2818","H",1,954304,200,54900,2
"2819","H",1,954333,300,103160,1
"2820","H",1,954662,200,26200,1
"2821","H",1,954822,104,83300,2
"2822","H",1,954864,200,20000,4
"2823","H",1,955388,101,NA,0
"2824","H",1,955443,101,190000,5
"2825","H",1,955668,300,190,1
"2826","H",1,956314,102,0,1
"2827","H",1,956692,300,25300,1
"2828","H",2,957451,300,NA,1
"2829","H",1,957593,300,46200,1
"2830","H",1,957699,104,70000,5
"2831","H",1,957958,104,150000,4
"2832","H",1,958146,300,28000,1
"2833","H",1,958272,300,45600,2
"2834","H",1,958438,300,62000,4
"2835","H",1,958531,300,45000,1
"2836","H",1,958556,101,294400,2
"2837","H",1,959274,102,120000,2
"2838","H",1,959859,102,46000,1
"2839","H",1,960036,104,39800,2
"2840","H",1,960685,300,386000,2
"2841","H",1,960975,200,22500,3
"2842","H",1,961010,300,38750,4
"2843","H",3,961086,200,NA,1
"2844","H",1,961124,300,35000,1
"2845","H",1,961309,104,48000,1
"2846","H",1,962479,104,129800,3
"2847","H",3,962876,103,NA,1
"2848","H",1,962963,200,48700,2
"2849","H",1,963013,101,75900,5
"2850","H",1,963107,102,123000,4
"2851","H",1,963778,102,143250,2
"2852","H",1,963855,300,31000,2
"2853","H",1,964157,104,52000,1
"2854","H",1,964240,200,43800,2
"2855","H",1,964441,102,89250,5
"2856","H",1,965073,101,NA,0
"2857","H",1,965201,200,42000,2
"2858","H",1,965220,101,14000,2
"2859","H",1,965519,104,78130,6
"2860","H",1,965892,300,NA,0
"2861","H",1,966629,200,79000,1
"2862","H",1,966783,300,6550,2
"2863","H",1,967222,102,73000,2
"2864","H",1,967922,104,56000,3
"2865","H",1,968460,102,78000,2
"2866","H",1,968506,104,27000,3
"2867","H",1,969019,300,41900,1
"2868","H",1,969213,200,60000,3
"2869","H",1,969562,300,60900,2
"2870","H",1,969712,102,52000,5
"2871","H",1,970436,101,64900,2
"2872","H",1,970496,103,59500,2
"2873","H",1,971032,200,13200,1
"2874","H",3,972603,200,NA,1
"2875","H",1,973080,300,24200,2
"2876","H",1,973210,200,19380,2
"2877","H",1,973236,300,117500,3
"2878","H",1,973586,103,58000,1
"2879","H",1,973745,104,NA,0
"2880","H",3,973913,102,NA,1
"2881","H",1,974076,300,86100,2
"2882","H",1,974412,300,38000,1
"2883","H",1,974630,300,NA,0
"2884","H",2,974737,104,NA,1
"2885","H",1,975127,200,482500,4
"2886","H",1,975283,300,NA,0
"2887","H",1,975302,300,63000,1
"2888","H",1,975364,200,10800,2
"2889","H",1,975623,300,NA,0
"2890","H",1,975658,300,118400,2
"2891","H",1,975699,300,19500,1
"2892","H",1,976228,200,11600,2
"2893","H",1,976504,200,99400,3
"2894","H",1,976626,102,270000,2
"2895","H",1,976712,200,18600,2
"2896","H",1,976945,200,54000,1
"2897","H",1,977007,101,40500,2
"2898","H",3,977008,103,NA,1
"2899","H",1,978949,200,52200,1
"2900","H",1,979583,104,143500,3
"2901","H",1,979702,101,58800,2
"2902","H",1,980044,200,80000,2
"2903","H",1,981317,103,144450,3
"2904","H",1,981965,200,0,1
"2905","H",1,981968,102,59310,2
"2906","H",1,982230,300,18500,3
"2907","H",1,982406,200,NA,0
"2908","H",1,982985,102,107000,2
"2909","H",1,983397,102,59190,3
"2910","H",1,983977,200,75620,2
"2911","H",1,984093,200,35700,2
"2912","H",1,984506,104,48000,3
"2913","H",1,984628,101,165000,2
"2914","H",1,984748,200,179000,3
"2915","H",1,984878,300,36700,2
"2916","H",2,984976,300,NA,1
"2917","H",1,985029,300,91000,2
"2918","H",2,985321,101,NA,1
"2919","H",1,985365,104,136000,2
"2920","H",1,986127,102,45110,1
"2921","H",1,986414,300,NA,0
"2922","H",1,986622,200,75000,2
"2923","H",2,986661,101,NA,1
"2924","H",1,987004,104,94000,4
"2925","H",1,987461,300,69600,2
"2926","H",1,987491,101,42000,1
"2927","H",1,988029,104,147700,3
"2928","H",1,988030,300,NA,0
"2929","H",2,988461,101,NA,1
"2930","H",1,988656,200,110000,2
"2931","H",1,988700,102,80100,1
"2932","H",1,988776,200,62700,2
"2933","H",1,988823,300,16910,1
"2934","H",3,989309,103,NA,1
"2935","H",1,989428,103,147600,3
"2936","H",1,989910,103,56300,1
"2937","H",1,990109,300,42300,1
"2938","H",1,990166,101,63000,2
"2939","H",1,990302,200,32000,2
"2940","H",1,990467,102,54500,2
"2941","H",1,991090,101,10,1
"2942","H",1,991559,104,105000,2
"2943","H",1,991956,300,NA,0
"2944","H",1,992312,103,40650,2
"2945","H",1,992425,300,30000,1
"2946","H",1,993218,300,24320,2
"2947","H",1,993730,103,50000,2
"2948","H",1,994458,300,106000,2
"2949","H",1,995051,103,90050,2
"2950","H",1,995124,103,83400,5
"2951","H",1,995197,102,30000,3
"2952","H",1,995232,300,183860,5
"2953","H",1,995335,102,34000,4
"2954","H",1,996551,200,50490,2
"2955","H",1,996767,102,28000,9
"2956","H",1,997185,300,112000,2
"2957","H",1,997426,104,123900,2
"2958","H",3,997663,103,NA,1
"2959","H",3,997717,200,NA,1
"2960","H",1,997823,102,45000,5
"2961","H",1,997993,200,63300,2
"2962","H",1,998042,101,75000,1
"2963","H",1,998248,300,NA,0
"2964","H",1,998833,300,NA,0
"2965","H",1,999061,300,36500,3
"2966","H",1,999979,300,88400,2
"2967","H",1,1000383,102,25200,1
"2968","H",1,1000484,103,47600,4
"2969","H",1,1000514,300,14400,1
"2970","H",3,1000687,200,NA,1
"2971","H",1,1000727,102,47000,3
"2972","H",1,1001249,104,168000,5
"2973","H",1,1001626,300,43300,3
"2974","H",1,1001971,200,124000,2
"2975","H",1,1002090,200,53700,2
"2976","H",1,1002682,101,17000,5
"2977","H",1,1002725,104,59300,3
"2978","H",1,1002886,300,NA,0
"2979","H",1,1003070,300,55600,4
"2980","H",1,1003371,300,NA,0
"2981","H",1,1003500,300,NA,0
"2982","H",1,1003561,300,63030,3
"2983","H",1,1003875,300,147000,2
"2984","H",1,1004177,104,83000,3
"2985","H",1,1004323,104,NA,0
"2986","H",1,1004455,104,89000,5
"2987","H",1,1004490,104,NA,0
"2988","H",1,1005710,200,51600,2
"2989","H",1,1006066,300,88800,2
"2990","H",1,1006669,104,23960,2
"2991","H",1,1006670,300,NA,0
"2992","H",1,1006966,300,NA,0
"2993","H",1,1007136,300,NA,0
"2994","H",1,1007531,300,NA,0
"2995","H",1,1007608,104,99500,3
"2996","H",1,1007770,300,72600,2
"2997","H",1,1008146,104,93770,3
"2998","H",1,1008333,300,14210,1
"2999","H",1,1008335,102,115630,3
"3000","H",1,1008744,104,20000,1
"3001","H",1,1008820,101,34800,2
"3002","H",1,1008853,104,64200,2
"3003","H",1,1009079,300,114300,4
"3004","H",1,1009094,102,99000,2
"3005","H",1,1009501,300,403000,3
"3006","H",1,1009546,300,106400,3
"3007","H",1,1010398,102,121400,2
"3008","H",1,1011082,300,32000,1
"3009","H",1,1011405,300,30500,2
"3010","H",1,1012204,102,41800,3
"3011","H",1,1012472,101,122000,5
"3012","H",1,1012925,101,121000,2
"3013","H",1,1013036,102,161000,2
"3014","H",1,1013401,101,46800,1
"3015","H",1,1014165,200,168500,4
"3016","H",1,1014392,300,240000,3
"3017","H",1,1014640,300,151000,4
"3018","H",1,1015353,300,440000,2
"3019","H",1,1015678,102,82800,2
"3020","H",1,1015861,300,105000,2
"3021","H",1,1016074,200,67700,4
"3022","H",1,1017000,102,28200,1
"3023","H",1,1017152,300,NA,0
"3024","H",1,1017179,300,NA,0
"3025","H",1,1017391,103,60000,3
"3026","H",2,1017606,102,NA,1
"3027","H",1,1017907,103,110800,5
"3028","H",1,1017927,300,NA,0
"3029","H",3,1018246,103,NA,1
"3030","H",1,1018461,102,120800,2
"3031","H",1,1018469,300,90000,2
"3032","H",1,1018559,101,27500,2
"3033","H",3,1018932,103,NA,1
"3034","H",1,1019335,300,64640,2
"3035","H",1,1019665,102,21100,2
"3036","H",1,1020014,103,68000,4
"3037","H",1,1020199,104,50000,1
"3038","H",1,1020303,200,28800,5
"3039","H",1,1020337,300,NA,0
"3040","H",1,1020419,300,8000,1
"3041","H",1,1020610,200,110000,2
"3042","H",1,1020757,103,30820,1
"3043","H",1,1021200,101,20000,1
"3044","H",1,1022091,101,52000,1
"3045","H",1,1022493,104,105900,6
"3046","H",1,1022882,104,50000,4
"3047","H",1,1023258,300,NA,0
"3048","H",2,1023293,101,NA,1
"3049","H",1,1023405,300,70000,5
"3050","H",2,1024898,101,NA,1
"3051","H",1,1025743,103,38700,3
"3052","H",1,1026094,104,113200,2
"3053","H",1,1026113,102,30000,1
"3054","H",1,1026410,101,21600,1
"3055","H",1,1026416,200,16500,1
"3056","H",1,1026724,102,201500,5
"3057","H",1,1026880,103,25000,1
"3058","H",1,1027070,102,46000,2
"3059","H",1,1027192,300,78000,1
"3060","H",1,1027536,300,14500,1
"3061","H",1,1027636,103,90000,4
"3062","H",1,1028168,101,72400,2
"3063","H",1,1029155,300,NA,0
"3064","H",1,1029354,101,54000,3
"3065","H",1,1029579,300,74000,5
"3066","H",1,1029690,103,66000,5
"3067","H",1,1030175,200,25700,2
"3068","H",1,1030292,300,NA,0
"3069","H",1,1030334,300,67000,3
"3070","H",1,1030381,101,4000,1
"3071","H",1,1031243,200,46000,3
"3072","H",1,1031511,300,NA,0
"3073","H",1,1031811,102,58920,2
"3074","H",1,1032227,300,NA,0
"3075","H",1,1032301,300,57100,3
"3076","H",2,1032619,300,NA,1
"3077","H",1,1032682,300,NA,0
"3078","H",1,1032972,300,NA,0
"3079","H",1,1033511,104,NA,0
"3080","H",1,1034033,102,174300,2
"3081","H",1,1035008,104,45000,1
"3082","H",1,1035086,300,28000,1
"3083","H",1,1035259,103,85000,1
"3084","H",1,1035309,102,118200,2
"3085","H",1,1035373,300,63000,2
"3086","H",1,1035404,300,40400,2
"3087","H",1,1035426,300,306200,3
"3088","H",1,1035502,300,79200,2
"3089","H",1,1035507,101,32000,1
"3090","H",1,1036657,300,16800,2
"3091","H",1,1036691,300,99200,4
"3092","H",1,1037014,103,87504,5
"3093","H",1,1037082,101,NA,0
"3094","H",1,1037129,102,66000,1
"3095","H",1,1037241,104,177800,2
"3096","H",1,1037682,102,210000,5
"3097","H",1,1037731,300,44300,2
"3098","H",1,1037757,300,NA,0
"3099","H",1,1037833,103,94200,3
"3100","H",1,1038094,300,34000,1
"3101","H",1,1038113,300,87000,2
"3102","H",1,1038151,300,124100,2
"3103","H",1,1038366,103,75000,2
"3104","H",1,1038645,101,9580,1
"3105","H",1,1038957,102,116220,1
"3106","H",1,1039159,102,45000,1
"3107","H",1,1039489,103,47000,1
"3108","H",1,1039615,101,56030,1
"3109","H",1,1039961,104,66900,2
"3110","H",3,1040131,103,NA,1
"3111","H",1,1040222,103,NA,0
"3112","H",1,1040397,103,41400,3
"3113","H",1,1040427,101,10400,3
"3114","H",1,1040847,300,0,1
"3115","H",1,1040988,104,94200,3
"3116","H",1,1040997,300,28600,1
"3117","H",1,1041439,300,69200,4
"3118","H",1,1041522,102,67900,2
"3119","H",1,1041671,300,35000,2
"3120","H",1,1041712,300,NA,0
"3121","H",2,1041862,103,NA,1
"3122","H",1,1041974,104,6700,1
"3123","H",1,1041985,103,113470,2
"3124","H",1,1042668,300,NA,0
"3125","H",1,1042884,102,43800,1
"3126","H",1,1043578,102,75000,1
"3127","H",1,1043599,300,10300,1
"3128","H",2,1043751,102,NA,1
"3129","H",1,1043820,103,68700,5
"3130","H",1,1043842,200,76000,1
"3131","H",1,1043926,300,62400,1
"3132","H",1,1043951,200,59000,2
"3133","H",1,1044202,200,45300,2
"3134","H",1,1044275,300,132000,2
"3135","H",1,1045267,200,9600,6
"3136","H",1,1045714,103,49040,2
"3137","H",1,1046594,300,0,1
"3138","H",1,1046854,300,NA,0
"3139","H",1,1046905,102,193100,5
"3140","H",1,1047145,300,177200,2
"3141","H",1,1047768,200,74000,3
"3142","H",1,1048044,104,124000,4
"3143","H",1,1048802,101,104400,4
"3144","H",1,1048865,104,12600,2
"3145","H",1,1050305,300,NA,0
"3146","H",1,1050511,300,15700,1
"3147","H",1,1050532,104,117000,2
"3148","H",1,1051005,300,NA,0
"3149","H",1,1051506,300,91000,4
"3150","H",1,1051756,101,65000,3
"3151","H",1,1052007,102,33040,1
"3152","H",1,1052008,300,NA,0
"3153","H",1,1052134,200,42800,9
"3154","H",1,1052222,200,22100,1
"3155","H",1,1052300,300,NA,0
"3156","H",1,1052541,103,14300,1
"3157","H",1,1053129,102,56800,1
"3158","H",1,1053178,300,20900,2
"3159","H",1,1053393,300,NA,0
"3160","H",1,1053586,300,189200,2
"3161","H",1,1053783,200,29900,4
"3162","H",3,1054245,101,NA,1
"3163","H",1,1054873,300,36100,2
"3164","H",1,1055549,300,NA,0
"3165","H",1,1055816,102,20030,1
"3166","H",1,1056128,300,18610,2
"3167","H",1,1056782,300,44900,1
"3168","H",1,1057043,102,108000,6
"3169","H",1,1057701,300,45080,2
"3170","H",1,1057976,101,68900,9
"3171","H",1,1058069,300,138000,6
"3172","H",1,1058086,300,46800,1
"3173","H",1,1058515,103,100500,3
"3174","H",1,1058584,104,107000,2
"3175","H",1,1058653,300,NA,0
"3176","H",1,1059550,300,36500,2
"3177","H",1,1059593,102,386500,2
"3178","H",1,1059853,101,21200,1
"3179","H",1,1060888,101,17100,3
"3180","H",1,1061374,102,61000,1
"3181","H",1,1061523,101,30000,1
"3182","H",1,1061607,300,NA,0
"3183","H",1,1061637,200,61600,2
"3184","H",2,1061783,104,NA,1
"3185","H",1,1062026,200,47750,1
"3186","H",1,1062062,103,12000,1
"3187","H",1,1062469,102,148300,5
"3188","H",1,1063677,101,15800,1
"3189","H",1,1063736,104,33900,2
"3190","H",1,1064051,300,16800,1
"3191","H",1,1065507,101,151000,2
"3192","H",1,1065696,103,5400,4
"3193","H",1,1065920,300,42500,5
"3194","H",1,1066127,101,0,1
"3195","H",1,1066131,200,120000,2
"3196","H",1,1066498,300,20390,3
"3197","H",1,1066890,102,384300,3
"3198","H",1,1067501,102,269400,2
"3199","H",1,1068155,102,82000,2
"3200","H",1,1068477,300,98000,3
"3201","H",1,1069413,300,27400,1
"3202","H",1,1069677,101,30000,1
"3203","H",1,1069857,104,77000,4
"3204","H",1,1069985,103,NA,0
"3205","H",1,1070166,102,67000,2
"3206","H",1,1070195,300,13190,1
"3207","H",1,1070636,200,14400,2
"3208","H",1,1070698,300,NA,0
"3209","H",1,1071006,300,NA,0
"3210","H",1,1071175,200,71000,3
"3211","H",1,1071317,103,68000,3
"3212","H",1,1071477,300,66300,3
"3213","H",1,1071550,101,93000,2
"3214","H",1,1072167,102,255000,5
"3215","H",2,1072210,103,NA,1
"3216","H",1,1072384,103,12000,1
"3217","H",1,1072633,200,16000,1
"3218","H",1,1072658,200,0,3
"3219","H",3,1073552,103,NA,1
"3220","H",3,1073595,103,NA,1
"3221","H",1,1073793,102,155100,2
"3222","H",1,1074001,300,33700,1
"3223","H",1,1074203,300,23400,6
"3224","H",1,1074309,103,70000,2
"3225","H",1,1074610,101,53200,2
"3226","H",1,1074660,300,NA,0
"3227","H",1,1074730,200,63300,2
"3228","H",1,1075064,200,NA,0
"3229","H",1,1075550,300,NA,0
"3230","H",1,1075552,102,150000,3
"3231","H",1,1075884,300,NA,0
"3232","H",1,1076209,200,114600,4
"3233","H",1,1076300,102,430000,3
"3234","H",3,1076313,103,NA,1
"3235","H",1,1076519,300,NA,0
"3236","H",1,1076638,103,NA,0
"3237","H",1,1077561,200,27600,3
"3238","H",1,1077839,103,169400,5
"3239","H",1,1077871,300,NA,0
"3240","H",1,1078567,200,39000,1
"3241","H",1,1078793,200,12000,4
"3242","H",1,1078816,103,5000,4
"3243","H",1,1079612,102,583000,3
"3244","H",1,1080088,200,57000,2
"3245","H",1,1080342,300,NA,0
"3246","H",1,1080530,200,83100,3
"3247","H",1,1080575,103,16500,2
"3248","H",1,1081101,104,154040,3
"3249","H",1,1081244,101,25700,1
"3250","H",1,1081565,104,NA,0
"3251","H",2,1081718,102,NA,1
"3252","H",1,1081908,104,46000,2
"3253","H",1,1083203,102,120810,4
"3254","H",1,1083308,200,28000,2
"3255","H",1,1083431,300,NA,0
"3256","H",1,1083685,300,13900,1
"3257","H",1,1083787,300,17000,2
"3258","H",1,1083978,200,96100,5
"3259","H",1,1084212,101,118300,3
"3260","H",1,1084386,103,38110,3
"3261","H",1,1084445,102,34580,2
"3262","H",1,1084628,101,33600,4
"3263","H",1,1085024,200,128800,5
"3264","H",1,1085371,102,72000,2
"3265","H",1,1085570,300,NA,0
"3266","H",1,1085685,102,108760,2
"3267","H",1,1085958,101,91500,3
"3268","H",1,1086212,200,56500,2
"3269","H",1,1086316,300,11700,1
"3270","H",1,1086561,104,225600,6
"3271","H",1,1086885,200,25000,5
"3272","H",1,1087114,300,37700,5
"3273","H",1,1087721,200,187000,2
"3274","H",1,1087852,101,19700,3
"3275","H",2,1087977,104,NA,1
"3276","H",1,1088279,101,43000,1
"3277","H",1,1088399,102,80300,2
"3278","H",1,1088960,101,29200,1
"3279","H",1,1089110,104,198800,6
"3280","H",1,1090682,300,NA,0
"3281","H",1,1091099,104,64400,5
"3282","H",1,1091369,103,60000,1
"3283","H",1,1091570,104,141000,4
"3284","H",1,1091670,300,NA,0
"3285","H",1,1091853,103,15200,1
"3286","H",1,1093504,200,95000,3
"3287","H",1,1093668,103,39000,2
"3288","H",1,1093997,300,134400,2
"3289","H",1,1095080,200,NA,0
"3290","H",1,1095467,101,40000,2
"3291","H",1,1095942,300,800,1
"3292","H",1,1095955,104,58750,2
"3293","H",1,1095966,103,34300,4
"3294","H",1,1096125,101,72000,2
"3295","H",1,1096538,104,96000,2
"3296","H",1,1096809,200,150500,2
"3297","H",1,1096932,300,20000,5
"3298","H",1,1097243,101,31250,1
"3299","H",1,1098324,103,58950,2
"3300","H",1,1098758,101,23100,1
"3301","H",1,1100181,300,107680,2
"3302","H",1,1100334,101,136001,2
"3303","H",1,1100367,200,150400,2
"3304","H",1,1100627,104,23400,1
"3305","H",1,1100910,103,10000,1
"3306","H",1,1101230,300,74660,4
"3307","H",1,1101426,101,97800,1
"3308","H",1,1101549,104,37500,2
"3309","H",1,1103207,300,310000,2
"3310","H",1,1103214,300,50040,4
"3311","H",3,1103695,200,NA,1
"3312","H",1,1104041,101,NA,0
"3313","H",1,1104042,300,31700,5
"3314","H",1,1104190,101,121500,5
"3315","H",1,1104624,300,111100,2
"3316","H",1,1104806,104,66400,5
"3317","H",1,1104838,102,NA,0
"3318","H",1,1104851,103,169700,2
"3319","H",3,1105870,200,NA,1
"3320","H",1,1105921,300,39000,2
"3321","H",1,1105994,300,98100,3
"3322","H",1,1106130,102,51000,2
"3323","H",1,1106654,102,241700,2
"3324","H",1,1106971,200,157710,5
"3325","H",1,1106993,103,89500,2
"3326","H",1,1107024,101,101000,6
"3327","H",1,1107117,300,139350,2
"3328","H",1,1107451,300,96000,2
"3329","H",1,1107477,104,81700,2
"3330","H",1,1107495,300,133000,3
"3331","H",1,1108400,300,0,1
"3332","H",1,1109976,300,24000,1
"3333","H",1,1110082,300,75400,2
"3334","H",1,1110287,101,5470,1
"3335","H",1,1111200,300,80000,2
"3336","H",1,1111721,104,69480,2
"3337","H",1,1111750,101,14600,2
"3338","H",1,1112194,200,94300,4
"3339","H",1,1113347,300,42100,2
"3340","H",1,1113413,300,127000,3
"3341","H",1,1113574,101,67140,5
"3342","H",1,1113670,300,18220,1
"3343","H",1,1113712,103,40000,1
"3344","H",1,1113961,300,NA,0
"3345","H",1,1114248,102,87500,5
"3346","H",1,1114331,104,135000,4
"3347","H",1,1114348,300,44100,1
"3348","H",1,1114388,103,51000,1
"3349","H",1,1114476,200,27900,2
"3350","H",2,1114786,103,NA,1
"3351","H",1,1115034,300,258000,6
"3352","H",1,1115113,300,43150,2
"3353","H",1,1115281,103,126980,2
"3354","H",1,1115729,102,40000,5
"3355","H",1,1115886,102,227300,1
"3356","H",1,1116141,200,98300,2
"3357","H",1,1116147,102,62000,2
"3358","H",1,1116649,300,52500,4
"3359","H",1,1116768,200,9500,1
"3360","H",1,1117025,104,69000,2
"3361","H",1,1117223,300,37000,2
"3362","H",1,1118192,103,NA,0
"3363","H",1,1118236,300,144100,2
"3364","H",3,1118269,300,NA,1
"3365","H",1,1118289,300,NA,0
"3366","H",1,1118610,102,63000,4
"3367","H",1,1118803,200,21700,1
"3368","H",3,1120265,200,NA,1
"3369","H",1,1120397,104,53700,2
"3370","H",1,1122431,200,34000,1
"3371","H",1,1122664,101,93000,3
"3372","H",1,1123070,300,12300,1
"3373","H",1,1123301,300,NA,0
"3374","H",2,1123462,102,NA,1
"3375","H",1,1123539,101,67800,4
"3376","H",1,1123689,102,16700,1
"3377","H",1,1124303,200,42080,2
"3378","H",1,1124339,103,72000,3
"3379","H",1,1124589,103,NA,0
"3380","H",1,1124952,200,172000,3
"3381","H",1,1125733,200,10200,1
"3382","H",2,1126276,200,NA,1
"3383","H",1,1126614,101,NA,0
"3384","H",1,1126704,103,79000,2
"3385","H",1,1127520,300,7200,2
"3386","H",1,1128037,102,58000,1
"3387","H",1,1128048,300,NA,0
"3388","H",1,1128561,104,8700,1
"3389","H",1,1129549,300,61200,2
"3390","H",1,1129583,300,4850,2
"3391","H",1,1129619,102,100000,2
"3392","H",1,1130676,102,166920,2
"3393","H",1,1130951,300,51904,1
"3394","H",1,1130969,104,13400,1
"3395","H",1,1131120,200,44700,2
"3396","H",1,1131792,200,63200,4
"3397","H",1,1133724,200,145200,2
"3398","H",1,1133843,300,26800,2
"3399","H",1,1133930,300,NA,0
"3400","H",3,1134539,103,NA,1
"3401","H",1,1134807,300,NA,0
"3402","H",1,1135185,103,49000,4
"3403","H",1,1135285,102,39600,1
"3404","H",1,1135989,300,30000,2
"3405","H",1,1136081,104,209000,2
"3406","H",1,1136601,300,6100,2
"3407","H",1,1137077,102,94000,2
"3408","H",1,1137850,200,24180,3
"3409","H",1,1138253,300,2800,1
"3410","H",1,1138519,104,NA,0
"3411","H",1,1139024,300,37600,1
"3412","H",1,1139739,103,148000,3
"3413","H",1,1139773,104,NA,0
"3414","H",1,1140010,102,89000,2
"3415","H",1,1140536,300,4200,1
"3416","H",1,1140786,200,226000,2
"3417","H",1,1140911,200,116000,2
"3418","H",1,1141545,104,44700,4
"3419","H",1,1141683,103,95000,3
"3420","H",1,1142037,300,NA,0
"3421","H",1,1142116,300,34500,3
"3422","H",1,1142887,103,75000,4
"3423","H",1,1142950,101,22000,4
"3424","H",1,1144056,200,124000,2
"3425","H",1,1144417,300,NA,0
"3426","H",1,1144551,300,NA,0
"3427","H",1,1145111,102,105000,3
"3428","H",1,1145577,101,NA,0
"3429","H",1,1145786,101,45000,1
"3430","H",1,1145975,300,72000,2
"3431","H",1,1146453,103,45000,2
"3432","H",1,1146759,102,254900,4
"3433","H",2,1147645,104,NA,1
"3434","H",1,1148065,200,16900,2
"3435","H",1,1148251,104,84000,3
"3436","H",2,1148312,300,NA,1
"3437","H",1,1148344,200,NA,0
"3438","H",1,1148376,200,61400,3
"3439","H",1,1148530,300,15910,2
"3440","H",1,1148694,104,16800,6
"3441","H",1,1148811,101,2400,4
"3442","H",3,1148815,101,NA,1
"3443","H",1,1149181,200,47700,5
"3444","H",1,1150682,300,61100,2
"3445","H",1,1151865,104,60000,2
"3446","H",1,1152215,101,50000,1
"3447","H",1,1152221,200,121700,2
"3448","H",1,1152543,104,135000,4
"3449","H",1,1152620,300,23000,4
"3450","H",1,1152751,300,122200,4
"3451","H",1,1152894,103,136000,4
"3452","H",1,1153107,200,55000,1
"3453","H",1,1153116,102,182000,4
"3454","H",1,1153132,101,NA,0
"3455","H",1,1153536,300,NA,0
"3456","H",1,1153669,102,113000,2
"3457","H",1,1153914,300,NA,0
"3458","H",1,1154020,300,109000,3
"3459","H",1,1154547,300,30510,1
"3460","H",1,1154811,300,27300,2
"3461","H",1,1156027,300,55000,4
"3462","H",1,1157006,300,53000,2
"3463","H",1,1157088,103,60000,7
"3464","H",1,1158476,104,59000,2
"3465","H",3,1158575,200,NA,1
"3466","H",1,1158815,300,40800,4
"3467","H",1,1159006,300,23550,1
"3468","H",1,1160420,200,81980,2
"3469","H",1,1161050,103,48000,1
"3470","H",1,1161378,101,18700,1
"3471","H",1,1161598,200,40700,2
"3472","H",1,1161934,102,48000,2
"3473","H",1,1162096,101,18900,2
"3474","H",1,1162397,104,36200,1
"3475","H",1,1162665,103,54440,3
"3476","H",1,1162890,102,NA,0
"3477","H",1,1162988,102,62080,2
"3478","H",1,1163377,102,37000,4
"3479","H",1,1164127,102,120050,1
"3480","H",1,1164344,102,47900,1
"3481","H",1,1164794,101,64000,1
"3482","H",1,1165106,101,13000,1
"3483","H",1,1165349,300,11100,1
"3484","H",1,1165564,300,1900,1
"3485","H",1,1165753,300,15000,1
"3486","H",1,1166416,300,17300,4
"3487","H",1,1166574,300,36430,2
"3488","H",1,1167244,102,24000,2
"3489","H",1,1167398,104,127000,2
"3490","H",1,1167490,200,42100,2
"3491","H",1,1167562,200,127000,2
"3492","H",1,1167620,102,137000,2
"3493","H",1,1167632,200,66300,3
"3494","H",1,1168296,200,187000,4
"3495","H",1,1168748,102,236500,1
"3496","H",3,1168809,103,NA,1
"3497","H",1,1170284,104,56000,4
"3498","H",1,1170487,101,49500,1
"3499","H",1,1171522,200,70990,2
"3500","H",1,1171789,102,98000,4
"3501","H",1,1173046,300,NA,0
"3502","H",1,1173187,104,52200,2
"3503","H",1,1173210,102,49100,1
"3504","H",1,1174161,103,60000,2
"3505","H",1,1174713,200,68500,2
"3506","H",2,1175108,101,NA,1
"3507","H",1,1175269,102,56600,1
"3508","H",2,1175439,300,NA,1
"3509","H",1,1175850,103,93060,3
"3510","H",1,1175861,300,3000,2
"3511","H",1,1176075,300,14000,2
"3512","H",1,1176305,103,44000,1
"3513","H",1,1177791,300,128600,2
"3514","H",1,1178235,300,118000,6
"3515","H",1,1178745,200,76500,5
"3516","H",1,1179787,102,24500,1
"3517","H",1,1180256,103,40000,2
"3518","H",1,1180762,101,20000,1
"3519","H",1,1181318,300,44900,2
"3520","H",1,1181563,104,NA,0
"3521","H",1,1181652,300,NA,0
"3522","H",1,1181854,103,12000,1
"3523","H",1,1182147,103,37700,2
"3524","H",1,1182178,300,26700,4
"3525","H",1,1182275,101,36000,1
"3526","H",1,1182768,300,NA,0
"3527","H",1,1183155,300,NA,0
"3528","H",1,1183217,102,127300,5
"3529","H",1,1183279,300,32300,3
"3530","H",1,1183406,200,37580,4
"3531","H",1,1183450,300,102000,4
"3532","H",1,1183661,103,40000,1
"3533","H",1,1183699,102,30680,1
"3534","H",3,1183769,101,NA,1
"3535","H",1,1185066,102,242101,4
"3536","H",3,1185227,103,NA,1
"3537","H",1,1185431,200,55200,2
"3538","H",1,1185809,200,19900,1
"3539","H",1,1186034,102,22600,1
"3540","H",1,1186075,300,51600,1
"3541","H",1,1186568,200,85100,2
"3542","H",1,1187435,300,11300,4
"3543","H",1,1187805,104,168000,4
"3544","H",1,1187830,300,NA,0
"3545","H",1,1187962,104,218000,3
"3546","H",1,1188086,300,179000,9
"3547","H",1,1188088,103,40000,1
"3548","H",1,1188230,102,209070,4
"3549","H",1,1188568,300,NA,0
"3550","H",1,1188768,102,15600,1
"3551","H",1,1189036,104,50000,1
"3552","H",1,1189039,300,32200,2
"3553","H",1,1189217,101,22500,1
